date,consumption_mwh_day,temp_mean_c,is_holiday
2001-11-06,261.88761,20.9,0
2001-11-07,269.12936000004004,,0
2001-11-08,274.161825,25.8,0
2001-11-09,274.58600000004,21.1,0
2001-11-10,253.47710000004,24.0,0
2001-11-11,228.03597500004003,23.1,0
2001-11-12,267.02072000004,20.9,0
2001-11-13,267.88215999996004,20.0,0
2001-11-14,268.95665499996,21.7,0
2001-11-15,238.18003499999998,22.6,1
2001-11-16,252.554985,20.5,0
2001-11-17,237.79215000000005,20.1,0
2001-11-18,214.97913,19.7,0
2001-11-19,258.50138499996,20.9,0
2001-11-20,268.166925,22.2,1
2001-11-21,273.68490500004,22.7,0
2001-11-22,275.97675500004,24.6,0
2001-11-23,280.55841999996,24.8,0
2001-11-24,256.02533499996,26.3,0
2001-11-25,231.09033999996,24.6,0
2001-11-26,274.561215,23.9,0
2001-11-27,285.53121999996006,24.8,0
2001-11-28,286.49073500004,22.8,0
2001-11-29,283.29305499995996,22.6,0
2001-11-30,277.36626999995997,23.0,0
2001-12-01,250.92365499995998,22.8,0
2001-12-02,217.61521499999998,20.1,0
2001-12-03,261.88100000004,20.1,0
2001-12-04,275.12505500004,20.8,0
